0,1,2,3,4,5,6,7
0.63883686,0.14857131,0.15233895,0.5229,1.0698214,0.39712822,0.89058506,-0.41797394
-0.1240088,0.632174,-0.4676376,-0.055388693,-0.504467,-0.06679528,-1.4292629,0.702227
0.56139594,-1.0377854,0.37465128,0.7052481,-0.32069957,-0.12352358,0.6233511,0.3300267
1.5643246,-0.39770433,1.9474022,0.4765922,1.0253152,-0.27863684,0.03133621,0.036225755
1.527777,0.16811313,0.04993175,-1.1453646,1.0589789,-0.36444068,-0.18761437,0.8211964
0.7763311,0.3312179,1.3208969,0.34145054,0.31245726,0.2333798,-1.2418143,0.9181498
1.0112523,0.45629793,0.060967617,1.2539986,-0.19960795,-0.6875795,1.5267454,0.08565073
1.1751509,-0.49689168,0.95895135,0.29706144,1.0818509,0.3165318,-0.6683447,0.4426597
0.48369715,-0.64495313,1.342766,-0.85188216,0.7579154,-0.0077102166,-0.5337213,0.42153013
-1.6031944,0.9339661,1.1330862,-0.120370835,-0.19662553,-0.21894138,0.42459393,0.72064817
1.0745288,-0.2264465,0.15292758,0.70973706,-0.029825516,-1.1939933,0.6327349,-0.46004263
1.080153,-1.0744308,-0.51197004,1.6981903,-0.0396679,0.043615542,-1.495673,0.040090594
-0.7798785,-0.2438441,0.54386365,-0.5020351,0.57319796,0.1468847,1.4653038,0.11012892
0.083918676,0.31100115,-1.216545,0.5347356,1.0772725,1.0641657,0.03965209,-0.22742781
-0.47491246,1.0313871,0.7712149,-0.10973477,-0.70196736,0.22259001,-0.66582733,0.36101267
0.097387,-0.05155653,-1.1232857,1.0687062,1.2454857,-0.76927656,0.02108666,1.1882306
0.5049022,1.7249545,-0.031531118,-0.3605917,0.17563044,1.4857908,0.45488197,0.9360443
-0.017139837,1.4410875,-0.07122168,-0.9172221,0.8441559,-0.7734567,0.36716557,-1.04396
0.52946085,-0.6566858,0.6470003,1.243822,0.94251096,-0.33287016,-0.78385967,0.73594314
-0.3287602,-0.9307468,2.1076531,-0.87325794,0.26117122,0.37865776,1.2499999,-0.039243564
0.13288704,-0.5081273,0.8476131,0.18980499,0.44877952,1.2550831,-0.2215242,0.47042784
-1.0349033,-0.4427952,-0.23811787,0.7334391,0.70088905,1.3962883,-0.86412823,0.2735338
0.7208832,0.52760226,-0.8168812,-0.48435256,0.9430676,-0.61753553,-0.85523075,0.4622016
0.43065476,0.39986172,0.93227845,-1.6683593,0.97020936,1.3113651,0.72261626,-0.7535847
-0.637668,-0.37719625,0.43658566,-0.45773503,1.4314041,0.3989148,-0.99217457,1.377352
0.557741,-0.9824838,0.073573984,-0.3565406,0.35147873,0.28962013,-0.009523215,0.1754416
0.59967804,-0.4717063,0.48932627,-0.6640494,-0.407868,-0.2938803,0.38701457,0.48847538
0.7121157,0.54064995,-1.0457178,-0.38451785,0.9161493,0.3245452,0.26453215,-0.4435965
0.41324818,-0.507967,0.1087502,1.0204906,-0.6075987,0.04549739,0.22306244,-0.8921055
1.3243874,-1.4746647,1.2716252,0.17558923,-0.3240809,0.79379445,-0.12916875,1.5800179
0.09271392,0.27701983,0.43831277,0.7055592,-0.74404293,-0.12300986,1.2192442,-0.33834478
1.3643126,-0.054119203,-0.19177803,1.6417538,-0.90331924,-0.20407312,0.40220436,0.40512416
0.5396061,0.72047365,-0.11946537,1.202284,-1.4971756,-0.8682161,-0.5754053,1.5557015
0.1414412,0.16324167,0.745924,-0.14409913,1.0181743,-0.26198554,-0.7458471,-0.18741831
-0.595391,0.32502887,0.84972924,0.983764,0.4224421,-0.114274055,1.049309,0.20688096
0.7719198,0.1106561,-0.03031589,0.9846475,-0.08330875,0.03540592,1.8479452,0.396427
1.970494,-0.19085322,0.41440183,-0.95385194,0.067956224,-0.5730064,0.29112655,0.73386955
0.6147793,-1.0370855,-1.1443882,0.8520386,0.9362242,1.0211723,-0.9945216,0.12812473
0.638665,1.395163,-0.5837794,-0.12763175,0.020345237,0.27307653,0.4674015,1.0071461
1.7004485,0.39087898,-0.28519076,-0.3445211,0.73397696,-0.16697897,-0.73051053,-0.33376095
0.7107258,-0.16877669,0.5851282,0.98362345,-1.0890557,-1.3410674,-0.24230148,1.1497321
0.76451874,0.19831923,0.4203914,-0.32709184,-0.10536201,0.43898734,-0.75510716,0.92138195
-0.046214603,-0.6715682,-0.92949444,0.8922276,0.81058186,0.7034782,-0.14839241,-0.31892133
-0.3702654,0.9192748,-1.0801395,0.42115512,-0.1978948,1.0647248,-0.48382214,-0.264693
-0.10059396,0.15079507,-1.0838941,0.0121157095,2.0929928,1.4707063,-0.45818913,-0.16379985
-0.06725479,0.45652774,2.8675797,0.16423456,0.25981125,1.1262281,0.8840416,-0.44700453
-0.17084643,-0.91719055,2.1984239,0.46446052,0.20341615,0.079191245,1.5599104,1.5926069
1.033325,-0.809817,1.6242615,0.6178935,0.13864595,-0.4718225,-0.23589209,0.021110121
0.9375887,-0.5601798,0.44646984,-0.22046657,1.3405855,-0.77647007,-0.043338194,0.6149102
-0.21387562,-0.9594444,0.6665059,-0.51580596,1.9874791,1.044401,0.9113235,0.9517161
0.5243716,-1.2908509,0.2826357,0.38242906,0.5076743,-0.43274277,0.6607253,0.8569252
0.31514356,-0.20521207,0.43192616,-1.6228644,1.1542056,1.0313302,-1.3125613,1.688863
-0.32761756,-0.14310911,0.3336663,0.00882411,0.6627352,-0.64758754,-0.47574827,0.13618162
0.5235536,-0.32618374,-0.69126457,0.7844111,0.2525242,0.4439278,-0.20198427,-0.40101367
0.47888318,-0.26626685,1.2029682,0.1691882,1.4625493,-0.8729702,0.23442475,-0.21419486
0.3072124,1.1046317,0.78418386,-0.14909996,1.2299188,0.9208719,0.82358366,-0.5929822
0.8964017,0.49703577,1.9440452,0.06917828,-0.017093334,1.1223121,-0.63443434,-0.22400832
0.36470434,-0.11627607,0.9467917,0.9689311,0.45988008,0.41245493,0.88697034,0.03280512
0.8036502,-0.36907464,0.16201264,0.6118057,-0.17520384,0.28668815,-0.4666642,1.2437742
0.015379172,0.21513677,-0.3183276,-1.5632582,0.38095894,-0.06404035,-0.74224615,-0.5117775
-0.4958613,0.7181488,0.37408075,-0.30783278,-0.055709902,0.12819628,-0.11950767,-0.19903114
0.23526722,-0.40948948,-0.745847,-0.38210025,0.27859375,-0.5190077,0.19765045,0.049324036
0.52408504,0.0023883395,-1.0771952,-0.5987621,0.19806184,-0.041725554,0.03618129,-0.6268512
1.3283955,-0.2779166,0.55072445,-0.023481365,-0.9473866,1.5552046,1.1855013,0.4574501
-0.25212333,0.61937517,0.0822123,0.4289026,-0.836264,1.6418077,0.00998256,1.3201679
-0.16693455,0.69497234,0.28582475,-0.6796983,0.3168485,1.153778,-1.2650535,0.16423583
0.010263834,0.5038429,0.94692403,0.73073596,0.03812422,1.2328255,1.1903559,-0.36140034
0.12147781,-0.80902135,0.7241983,-1.1575022,0.5730251,1.0497524,1.2596252,-0.26576635
0.64497286,0.36333463,-0.65601015,0.20388809,-0.69094753,1.4715714,0.5879851,0.5045276
-0.54707444,0.17006078,1.8728726,-0.90318274,0.3893968,1.2137697,-0.6549528,0.9772695
-1.0451303,0.55335563,-1.0545048,0.092503265,-0.6416684,0.081473425,1.2689943,1.1696584
0.5941206,0.45947984,0.21806774,0.49074432,1.6962823,0.97962993,-0.14148149,1.1450583
0.92183536,-0.82214516,2.088401,-0.5169834,-0.29253662,2.0264955,1.7994733,0.02221676
1.3503177,-0.6117526,0.17780876,-0.75858617,0.047976784,1.1476376,-0.73234797,-0.17806873
0.48027283,0.7288334,-0.69904107,-0.7670051,-0.149809,-0.21293692,-0.3945255,0.23136199
1.7292047,0.5448233,-0.35042784,-0.37519342,0.2790121,1.3359516,-1.1074693,0.5717324
-0.9255423,0.05767554,0.30364928,0.690106,2.111729,-0.31549582,-1.0089793,0.050309382
-0.6792543,0.5227623,1.4282457,-0.02154969,-0.50264823,-0.5643062,0.5283952,0.46502888
-0.5261023,0.8187351,0.15648255,0.16121723,0.3456503,-0.43910962,0.8184623,0.8667434
-1.3375672,0.9054289,0.7588616,0.09209858,0.8957195,1.1473255,0.5063015,-0.41762486
-0.45705825,0.07712309,-0.018028542,0.03714224,0.08322973,0.061891362,-0.8923469,0.60913646
0.5274068,-0.6271985,-0.017324341,0.36506987,-0.46755385,-0.36772832,-0.06344555,0.42386913
