age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
0.36828437,0.64156663,-0.0071345083,2.2122424,0.6291511,0.53394014,-0.39427042,0.27847853,0.54804534,0.14867195,-0.27428362,0.11861508,0.64991343,0.074809715
0.013990365,0.1494391,0.033996843,1.3549123,0.38055333,0.0039831297,0.19985066,0.0025760822,0.12851389,0.17093292,-0.121042885,0.049641244,0.35976198,1.3411963
0.07734523,0.28376693,0.08144221,-0.057154804,0.06951634,0.25835723,0.18269664,0.1210541,0.23569699,0.09472909,-0.18063268,0.0154192,0.21827787,0.9926454
0.09605665,0.2141895,-0.038880765,0.9557195,0.1821079,0.10811332,-0.060841292,0.045776647,0.010590991,0.10067965,-0.12080125,0.07942422,0.200872,0.7092397
0.17862514,0.35290462,0.036510527,0.34459403,0.21557775,0.57696986,0.035656266,0.34767306,0.41031483,0.05152592,0.013883866,0.18935987,0.34970775,1.4740852
0.09326101,0.49511093,0.03529042,0.74407303,0.62145483,0.07970119,1.5889452,-0.22444202,0.24905024,0.29847336,-0.10412245,0.22082797,0.4954459,0.68820524
0.53412694,0.54146916,0.10340847,0.73054886,0.4216525,0.6100207,0.989662,0.57035184,0.4187072,-0.032286078,-0.14504397,0.12834749,0.53763944,0.2891722
0.23066235,0.3462638,-0.0024096053,0.27429548,0.20219216,0.31935787,0.41440922,-0.051002,0.03441923,0.07272704,-0.065599814,0.25952137,0.2735665,1.0830047
0.37416804,0.4667697,0.18953592,1.0149297,0.28997266,0.45507866,0.54564095,0.16897778,0.46666303,0.17294271,-0.06640491,0.19177285,0.53790027,1.3645287
-0.055439413,0.26745874,0.08945722,0.30490392,0.24123612,0.19591978,0.95072395,-0.01645473,0.2040487,0.16453591,-0.09526627,0.050487444,0.25528657,-0.11200856
0.27497634,0.30781513,0.13871093,0.71231365,0.19213656,0.5186746,0.38875204,0.2730846,0.2156336,0.13318333,-0.098028205,0.18363711,0.26983595,0.1855185
-0.041047785,0.124089345,0.0721359,1.0661088,0.16981408,0.08718105,-0.030541949,-0.04607929,0.1325046,0.12558885,-0.10392204,0.09120339,0.25139254,1.0806676
