0,1,2,3,4,5
-0.05974369,-0.35473162,-0.10187973,-0.16020489,0.10573732,0.31301862
0.6690281,0.3043284,-0.16370858,-0.14609127,-0.37780795,-0.07362709
0.4013574,0.023564514,1.6583045,-0.356012,-0.0326375,0.26485875
0.8075971,-0.26304525,-0.45231774,-0.18606801,-0.1029503,0.5472439
0.985278,0.006009315,-0.17420273,-0.4294498,0.48522583,0.32611138
0.33675137,-0.3013862,0.2431045,0.5165156,0.95207554,-0.46252316
-0.5652078,0.6960943,0.25045145,-0.024579793,0.17550665,0.31329614
-0.22642052,-0.20068972,-0.25739655,0.97747386,0.21509,0.2843076
0.24544927,-0.419175,-0.105540454,0.19876544,0.09236174,-0.049604
0.41038853,-0.16109577,0.615648,0.09429641,-0.2792395,0.69070566
-0.15989622,0.08901207,-0.13336888,0.12270632,0.1590214,0.5537931
0.062743306,-0.119425125,0.14930457,-0.0016868412,1.1801383,0.44994053
0.77966535,-0.28037483,-0.13674782,0.7486174,0.087402634,-0.60418403
0.4371277,1.3506767,-0.055080716,0.31700814,-0.43371746,-0.25930363
0.39558336,0.36446613,0.49523848,-0.87639296,-0.08185856,0.3230314
-0.1362853,-0.02483401,0.50502753,-0.11702411,0.0113211125,0.044930395
-0.40386385,0.18435249,0.3104618,1.0690427,0.4810734,-0.15842128
0.22366464,-0.32386386,0.14562285,-0.38643536,0.44075817,0.608151
0.32593274,0.36790106,-0.3072967,-0.3003621,0.24283749,0.5732172
0.10797871,-0.40224364,0.43269342,0.00078254566,0.28047508,0.006427224
1.1385257,-0.20384207,0.8471064,0.30569738,-0.0040757917,0.49696022
0.32465264,-0.13958335,0.5265439,-0.20005658,-0.5405012,0.42478615
0.44043368,0.047458623,-0.37636968,0.41565743,0.24380884,-0.1966509
-0.1491363,-0.14458542,0.44751093,-0.109154776,0.5764092,0.5134223
0.06971356,-0.06702728,0.6834055,-0.34910986,0.31194502,0.036505148
-0.015038941,-0.056026053,-0.28461394,0.67439127,-0.18667737,0.041258883
0.35602158,0.34103486,0.6963835,-0.3555471,-0.34052515,-0.0775469
0.095374264,-0.2303914,0.09000328,1.1203952,-0.34475225,-0.04849484
-0.049884453,-0.1533459,0.1474077,0.36868775,0.14716244,-0.29383114
0.06400221,0.73036164,-0.6437275,-0.0072949044,0.7709269,0.88604635
0.029553317,0.15871915,-0.41469282,0.20921277,-0.15489846,0.39343023
-0.34654427,0.02533649,0.1934114,0.2850825,1.3069443,0.26399928
0.01028692,-0.2804884,-0.05122907,0.16182992,0.18374804,-0.26503512
0.32118592,0.71221775,0.31028232,-0.3494195,0.83674264,0.06120011
-0.051214587,-0.20264632,0.26506156,0.05702478,0.044522956,-0.41587213
0.15544415,0.47290164,-0.14296278,0.026380932,0.31967118,-0.6017884
0.07439109,-0.14585605,0.01578913,0.19741404,0.5994138,1.1756452
-0.36487246,-0.11594687,0.037098847,-0.44527382,0.5621621,0.4685678
-0.68517536,0.04156925,0.02910702,0.3352295,0.4967371,0.13666798
-0.072401494,-0.14005452,0.55487764,-0.22910321,-0.34212315,0.21590157
-0.3675596,-0.22600886,0.88867253,0.12348329,0.3647779,-0.42592385
-0.10719766,-0.20000711,0.8222858,-0.36237562,0.5468365,-0.18782973
0.051318847,0.31157738,0.26511046,-0.244315,-0.119593784,-0.01931363
-0.26109,0.45906168,-0.031106193,-0.14096595,0.34349287,0.29547504
-0.28353938,0.36329088,0.09342097,0.9641812,0.11174155,0.04670949
0.045402944,-0.26033208,0.18124507,0.26653188,-0.17097275,0.6772025
0.13444558,-0.30125237,0.35797587,-0.067411706,0.41897413,0.66827255
-0.1833877,0.8870481,0.8385327,0.38991952,0.022123583,0.3762636
0.6061205,0.53234524,1.2779346,0.0061997026,-0.3746125,0.22208573
0.28333402,-0.59039086,0.5219036,-0.31366354,0.3103532,0.25873467
-0.13672343,0.5674455,0.008005433,0.9585824,0.014894322,-0.009057294
1.0186688,-0.03780892,-0.17749013,0.50680137,0.27300176,-0.19166538
0.23982704,-0.3028094,0.7288878,-0.45552564,-0.18661025,-0.12462338
0.52752525,0.35168523,0.009395499,0.824021,0.16748413,-0.004905091
0.24989316,0.08610448,-0.77252436,0.28319305,0.2949877,-0.17330705
0.18632734,-0.18227363,-0.08659327,0.38306198,-0.4289134,-0.07228704
0.13913184,-0.4069221,0.27835548,0.3954637,-0.17056155,-0.2871376
0.041890785,0.0016100341,0.84303916,-0.35343903,0.0838205,0.31091204
0.57494694,-0.23559105,1.2065209,-0.04863128,0.018767603,-0.3455962
-0.68440866,0.31284136,0.61234945,0.20717555,0.08281603,0.21110709
0.058792517,0.3011672,0.95885336,-0.025899671,-0.06723959,-0.051802352
-0.26325712,0.12912522,0.33200487,0.14456116,-0.14863536,0.3235547
0.38601437,0.009965201,-0.1290111,-0.20284137,-0.3240807,-0.037803076
0.6889692,-0.5460646,0.8783578,0.33716512,0.016031764,0.2443099
-0.36740142,0.4838676,1.07148,0.5487005,-0.24147987,1.0663254
0.55224806,0.024607278,0.5640412,0.29399103,0.5390247,0.54248077
0.57413703,-0.30892438,0.14250673,-0.14844394,1.1041676,0.75895244
-0.33982724,0.2024092,0.29446346,0.6567641,-0.28105474,-0.022147957
-0.3892427,0.19951396,0.538166,0.09292436,0.3180195,0.103997625
0.44196543,-0.042818584,-0.036441397,-0.17313452,0.08284255,-0.030043643
-0.32913408,0.42373616,-0.13246828,-0.2991577,0.27829236,0.06605217
1.036578,0.3664635,-0.030710083,0.15965846,-0.14891228,-0.45952997
-0.04168304,0.32457542,-0.23544598,0.6235509,0.23402986,-0.5599666
0.7801817,0.4850292,0.8783155,-0.488423,0.16723278,0.9255951
-0.13326842,0.9718328,0.15326339,-0.6129867,1.3857607,0.6055661
0.59069115,-0.060535245,0.48364383,0.40792322,-0.56846344,-0.4033682
-0.059468955,0.7458508,0.6829656,0.03169781,-0.13470429,-0.21017241
-0.26440492,-0.14035743,0.7002387,0.05346956,-0.0649253,0.32987207
0.7370909,0.6117316,0.96608496,0.3122944,-0.16723564,-0.09653411
-0.46001366,0.37557927,0.23945792,-0.011217911,0.7343331,0.14681602
0.32810837,-0.91271025,0.81556845,0.032208424,0.17818859,-0.10715711
-0.01510793,0.22742389,0.11900434,-0.17045467,-0.30564705,0.31686231
-0.2982311,0.15975071,-0.24408239,0.25837004,-0.14071935,0.11796377
0.19914842,0.50360614,0.62180614,0.028532054,0.06328112,0.022251815
-0.674044,0.17692979,1.0154227,0.35492247,-0.13157353,0.38277343
-0.32719857,0.25396323,0.07842313,0.21450394,0.9099584,0.042713087
0.3861868,-0.23072888,0.12577277,1.5418893,-0.09498447,-0.54386187
-0.19514751,0.0432548,0.16660403,-0.26867086,-0.004676044,0.5094316
-0.2990253,0.61202276,0.08945663,0.04288561,0.6236985,-0.5276906
0.39454925,-0.31458336,0.29624933,0.12828612,-0.43829697,0.18140075
0.39014482,-0.024224974,0.15787171,0.10090959,-0.4078539,0.50867814
-0.077970594,0.30684373,1.150964,0.11547549,0.3723363,0.10625209
-0.29951885,0.14954199,-0.0030480027,-0.019208103,0.29869834,0.29901993
0.470158,-0.075166754,1.1895427,-0.12130077,-0.19666386,-0.16292526
0.40012318,0.85718095,0.103106506,1.19243,0.0017502159,0.33658046
-0.33758947,0.44482097,0.56536436,0.621167,-0.42718327,0.11911049
-0.1960868,0.24648434,-0.20082289,0.09787743,0.06628253,0.0119266985
-0.25346178,-0.5758311,0.08995682,0.21638398,0.43244553,0.20906755
0.39896634,0.44917375,-0.029546905,-0.17752196,-0.18666226,0.43005997
0.5251667,-0.32315126,0.31434104,0.5409565,0.088962935,-0.006366564
-0.65534276,1.1211405,-0.09461355,0.7811133,-0.07143535,0.33316806
0.12746048,-0.28980494,0.8259106,-0.21537635,-0.17295438,-0.19971444
-0.12422813,0.19532639,1.3903546,0.3339411,0.14722082,-0.081415206
0.3294398,0.04718044,-0.18244612,-0.31164595,-0.2709061,0.006738416
1.1154855,0.77339435,0.5445992,0.4231465,-0.37443414,0.19890799
0.054617763,0.06334556,0.5717339,0.14318997,-0.037808955,-0.45614234
0.099047475,0.32526097,-0.2937638,0.5782429,-0.24437118,0.6217662
0.42995083,-0.422132,0.5128044,0.016156767,0.021365292,-0.20199807
0.09080852,-0.23180321,0.42293048,0.544045,-0.10391748,-0.24372795
0.37706757,-0.22800511,0.1813542,0.10108237,0.53389144,-0.30635867
0.07869638,0.37330553,-0.54440707,0.01061403,-0.023660045,0.23843683
0.1634858,-0.097106785,0.29583672,0.16033438,0.63252556,-0.7336869
-0.021735754,0.67932636,0.58753926,0.57984185,-0.02674255,0.026530534
0.6560096,-0.5257853,0.04810466,0.18904082,0.079599984,-0.36341384
0.62455523,0.97652936,0.046586666,-0.3991246,-0.15532258,0.09984848
0.8596545,0.39579245,0.18402477,-0.13632728,-0.09422715,-0.065485604
0.018103987,0.9739519,0.14460938,0.21077652,-0.1353536,-0.2532101
-0.016561903,-0.2963556,0.029882222,0.22229841,0.24933562,-0.23013511
