0,1,2,3,4,5
1.3091382,1.5052667,1.4114852,0.78356504,1.0625963,0.9069576
1.3167001,1.474858,1.4102561,1.127848,0.7573485,0.679903
1.1989918,1.2909255,1.2399522,1.5395006,2.2495089,1.7691988
1.3187737,1.4176675,1.4072509,0.7837605,1.0731579,0.90773034
1.3187172,1.421349,1.4072657,0.78347623,1.0639135,0.90746415
1.0535887,1.2404232,1.4754319,1.575719,0.37639904,-0.066627726
1.3187733,1.4176707,1.4072509,0.7837604,1.0731577,0.90773034
1.3167411,1.4749138,1.41058,1.127847,0.7573691,0.6799097
1.3187733,1.4176708,1.4072509,0.7837605,1.0731578,0.90773034
1.0535886,1.2404232,1.4754331,1.5757196,0.37640026,-0.066627786
1.3091383,1.505266,1.411485,0.7835652,1.0625963,0.90695786
1.3187736,1.4176683,1.4072506,0.7837605,1.0731579,0.90773034
1.3187733,1.4176706,1.4072509,0.7837605,1.0731578,0.9077301
1.3091382,1.5052652,1.411485,0.7835651,1.0625964,0.90695775
1.3167089,1.4748702,1.410328,1.1278477,0.75735295,0.6799046
1.3187171,1.4213505,1.4072659,0.78347623,1.0639133,0.907464
1.3187734,1.4176701,1.4072509,0.78376055,1.0731575,0.9077302
1.3187171,1.4213502,1.4072659,0.78347623,1.0639133,0.907464
1.3091381,1.5052679,1.4114852,0.78356516,1.0625964,0.9069576
1.053589,1.2404232,1.4754307,1.575719,0.3763973,-0.066627786
1.3187174,1.4213487,1.4072657,0.78347623,1.0639136,0.90746415
1.3091382,1.5052657,1.411485,0.7835651,1.0625963,0.90695775
1.3167932,1.4749842,1.4109902,1.1278454,0.75739527,0.6799186
1.318773,1.4176731,1.4072511,0.7837606,1.0731577,0.9077302
1.3187172,1.4213514,1.4072659,0.7834763,1.0639133,0.907464
1.3091381,1.5052665,1.4114852,0.78356504,1.0625963,0.9069576
1.3187172,1.4213494,1.4072657,0.78347623,1.0639136,0.90746415
1.3187172,1.4213516,1.4072659,0.7834763,1.0639133,0.907464
1.3167427,1.474916,1.4105922,1.127847,0.7573699,0.6799101
1.3187172,1.4213493,1.4072657,0.78347623,1.0639135,0.90746415
1.3187174,1.4213488,1.4072657,0.78347623,1.0639135,0.90746415
1.3187737,1.4176679,1.4072509,0.7837604,1.0731579,0.90773034
1.3167849,1.474973,1.4109238,1.1278458,0.7573911,0.6799171
1.3187734,1.4176698,1.4072506,0.7837604,1.0731575,0.9077302
1.3091384,1.5052643,1.411485,0.7835651,1.0625964,0.90695775
1.3167411,1.4749138,1.41058,1.127847,0.7573691,0.6799097
1.0535884,1.2404228,1.4754335,1.5757197,0.376401,-0.06662782
1.3166939,1.4748496,1.4102081,1.1278484,0.75734526,0.6799019
1.3187171,1.4213512,1.4072659,0.78347623,1.0639133,0.907464
1.3167977,1.4749904,1.4110265,1.127845,0.7573976,0.6799193
1.3187734,1.4176699,1.4072506,0.7837604,1.0731575,0.90773034
