0,1,2,3,4,5,6,7
0.67704636,-0.40170938,-0.27186233,0.5686276,-0.39518481,0.7174286,0.7723681,0.45271552
0.66240853,-0.33110172,1.359053,0.70140755,-0.53024954,-0.34312236,1.0616863,0.6436175
0.36538896,0.87983894,0.38615716,-0.6205537,0.8793819,0.5051785,-0.41223636,0.29250777
0.71104795,0.66860765,1.041061,2.127644,1.2853065,-0.91968536,0.17312792,1.6376301
0.9258948,1.5388566,-1.1606616,0.56480926,1.0791463,0.64190954,0.39505008,0.36888266
0.5497627,0.51549935,0.6222127,0.32999477,-0.7872438,0.12386256,-0.17382765,0.12705773
0.2608764,0.33316404,-0.32410783,1.7153372,-0.0992755,0.25794703,-0.21881852,0.33760577
1.1310381,-0.08592339,1.1373286,-0.18488768,0.1874925,0.17074907,0.3220786,0.6893302
0.89446455,0.23019932,0.0124002695,0.9932166,1.1313523,-0.4608789,1.1065984,0.6127382
0.34234384,-0.44494587,0.02355656,0.45952097,-0.13476066,0.6964277,0.59939414,0.83228475
0.11088542,-0.072392896,0.67278546,0.3275797,0.25177348,-0.3543117,-0.28952357,0.15722103
1.0445825,0.1659352,1.1502322,1.0399747,0.60872585,1.5798321,-0.24390824,-0.08377811
0.8159326,-0.13363232,0.09213434,0.6971259,-1.0911099,0.08248538,0.72285587,1.0927013
-0.27919605,0.6557301,0.2824514,0.79436016,-0.5377562,-0.22578728,1.501803,1.4253728
0.7888162,0.81694645,0.17290507,0.5380598,-0.06473546,0.9893602,-0.31286493,-0.011675507
-0.016708128,-0.29613435,1.2159061,1.4517344,0.67923623,1.783589,0.5561933,1.4081184
-0.6991388,1.5741115,-0.008442521,0.9923194,0.7259787,-0.10365908,0.26581165,0.23867509
0.6213998,0.40638173,1.2287756,0.9341685,0.32184535,-0.5969888,2.1903563,-0.07990137
1.0968747,0.44491166,0.2858383,0.035853,-0.31098294,-0.65054303,-0.12729229,0.27261743
0.012928586,0.10883224,0.094302416,0.22293141,-0.29411644,-0.105311275,0.019938016,0.34674096
1.0212196,-0.48568332,0.20462126,0.7525963,0.20727895,0.52826655,-0.29562217,0.21275283
0.14148591,-0.23951972,0.11567135,0.28578398,-0.049388066,0.06897692,-0.22810991,0.3232926
0.061833896,0.6901008,0.97535324,0.31407964,0.073817775,-0.79523295,1.0190649,-0.40516275
0.46417764,-0.5513966,0.1811417,0.6944063,-0.35552126,0.67902684,0.68136984,-0.09904751
-0.17232308,0.9769536,0.21966907,0.120671004,0.38266927,0.2327928,-0.4954796,0.5271123
0.53997177,0.15703247,0.18562654,0.2342417,0.6484482,0.18824935,1.3470447,-0.33026537
0.1406275,0.11459677,0.98907995,1.4569414,-0.6518999,-0.4969936,-0.047191903,0.4467609
0.12757593,-0.22024874,0.61328596,0.69031936,0.40219885,0.12387765,-0.53627497,0.1324622
-0.42991135,-0.04700534,0.5077608,0.5029361,0.25331715,0.62558603,1.0711235,0.43339714
1.896953,-0.007957235,1.0844387,0.28737804,0.36394,0.24548298,-0.6291266,0.102237135
1.4210122,-0.7857889,0.18689929,0.14858767,0.1804191,-0.01733242,0.98607534,0.44695038
0.3341836,0.0022442788,1.3719798,1.2812618,-0.7151881,0.63722885,0.067545235,0.5526409
0.2113052,0.9272541,0.25778982,0.88000566,-0.46463948,-0.38423944,0.19353747,1.1626394
0.48671052,-0.19008078,0.99077165,0.07557803,-0.48640835,0.6697367,0.2993013,0.41385132
-0.77610606,0.29730803,0.47327203,1.1448305,-0.11668195,0.43922493,0.03640666,0.2629855
0.19588694,-0.013295963,-0.15228768,-0.026662007,0.86722344,0.19711287,0.022220869,0.40368736
0.09082725,-0.2717098,-0.07579325,0.40824255,-0.3894754,0.3999101,0.02721305,0.5719776
0.07827406,1.6636392,1.3372742,-0.036474682,-0.6377004,0.57065105,0.7329405,0.73076874
0.6598656,-0.12110479,-0.3913638,0.86286265,-0.6238851,0.3230207,0.32058096,0.5413395
0.235454,1.4033827,0.63268405,0.36530983,-0.3350979,0.79354423,-1.0036926,0.432306
0.59797376,0.15204479,-0.799675,1.50119,-0.20908527,0.47067142,0.9744709,0.2382016
0.49291158,0.31041312,-0.049295932,0.08583634,-0.47143298,1.1096916,0.040176667,1.0040734
0.43813452,1.5784202,-0.33411038,1.401725,-0.8009475,0.29130325,2.7515361,1.299484
0.13852671,-0.03961481,-0.06520967,-0.04498402,0.044286206,0.18483046,-0.20268854,0.45287076
-0.19103119,-0.1795686,0.3570994,0.1379951,0.20881817,-0.21952993,-0.06410188,0.6551588
-0.42189014,1.3233932,1.06971,0.38428584,0.68224066,1.1610032,0.71552414,1.3478158
0.39207757,0.020402655,-0.33051348,-0.3066217,0.25344253,0.31055886,-0.24208747,0.44036698
2.122226,-0.19073828,-0.16244219,-0.44709918,1.690878,1.1351136,0.38819605,0.40538508
0.6311713,-0.08439328,-0.3397382,0.51170945,0.35162103,0.6639748,-0.2525072,0.38259447
1.4216753,-0.5898815,0.16707306,0.526249,0.41630125,0.62537885,1.6548294,0.13998152
0.5568588,-0.061787084,0.25649756,0.38583413,-1.0637324,0.057772696,1.0493969,1.6894107
0.980186,-0.2520885,0.3973719,2.0531023,0.15949215,0.9749074,0.1742389,-0.14605102
0.4747799,-0.33085418,0.30431092,1.1359181,-0.5369689,0.08452233,-0.5843628,0.41897276
0.49927327,-0.23364623,1.3413471,1.3083272,0.19005539,1.437016,0.029462812,0.8850014
-0.0057970732,0.10905273,0.05663064,0.808214,-0.12278922,-0.19167563,0.33490792,0.17298992
0.37552032,-0.16095433,0.13583973,0.06450646,0.24105377,-0.43546444,0.41478527,0.490991
-0.21888396,-0.11375934,0.02499175,0.11161166,-0.19343214,0.39575928,0.10296276,0.6109412
0.18470514,0.3759424,0.7221551,0.7730777,0.08385356,-0.2448431,0.14527582,-0.3212887
0.7593273,-0.58127785,0.34329063,1.142934,-0.43401408,0.40271354,0.6797217,0.34519422
0.4134771,1.0413743,1.326826,0.6322937,0.054378048,1.5724835,0.9941363,0.35506994
-0.416288,1.2411721,-0.30227387,0.24562845,0.15420642,0.24711767,0.07070481,0.39793882
0.21093431,-0.82523453,0.71099377,0.31885797,1.5862956,-0.31792274,0.85238224,0.5913224
0.7449159,1.0526589,3.0,0.31613296,-0.37472862,1.0236363,0.67716223,0.19850606
0.53649145,0.740982,0.9754606,-0.04063738,0.010111049,1.0604502,0.2637497,0.006095752
1.7629448,0.7846103,0.45258284,2.0255663,1.9432192,1.5244904,-0.8083124,1.5465069
0.44190428,0.4742849,1.2496268,-0.49332234,-0.14715402,-0.18327433,1.0857574,0.23642723
0.31398776,-0.17457451,0.25499257,-0.32221785,0.5076266,0.004639305,0.14621839,0.13112311
-0.2696031,-0.41307557,1.1952742,0.7150762,1.3040645,-0.2733575,0.111448325,0.8164273
0.6693245,0.007863328,0.20384759,0.2371065,0.19142874,0.73366576,0.016950717,-0.14812976
0.9841877,-0.2687772,-0.28393668,0.6796048,-0.3923052,-0.032854244,0.4408892,0.18759593
-0.16754785,-0.6830815,0.70425165,1.2344344,0.7887252,0.3363124,-0.30073503,0.5067105
-1.3380783,0.051141486,1.0758039,1.3966813,1.110986,1.2437934,0.3925971,0.7921688
0.4870979,0.51088244,-0.2027633,1.306958,-0.22138737,-0.22774777,0.6481344,-0.14379758
0.009287655,0.08819911,-0.02082713,0.055151455,-0.7474305,0.5815084,0.33699524,0.65982676
-0.42436385,0.34371763,0.45709872,0.408416,-0.063371345,0.35637486,0.14980944,-0.05701469
0.23661205,-0.42983383,0.12185563,0.8715598,-0.44103312,0.3154062,-0.2225136,0.37081566
-0.49392673,1.8076371,1.3875804,-0.20935184,0.6252844,1.2661151,-0.17223367,0.84458464
-0.079576276,0.73118275,-0.13441844,0.87396103,0.6794192,-0.5276855,1.3086677,0.13919404
-0.29428217,0.37713456,0.5210276,0.27390516,-0.11859925,0.054100238,-0.36301252,0.29284334
-0.086131714,0.19045195,0.0019576997,-0.29640996,0.017355874,0.38942704,-0.15273596,0.43680137
0.77388203,-0.019166365,1.0357437,0.021708101,1.3019401,-0.94036365,0.48535946,0.9263161
