age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
-0.847288,0.7253292,0.13776194,0.1521476,0.5073755,0.38156256,0.62217826,0.42246717,0.8007564,0.62780595,0.15853478,-0.10216031,0.70309526,-0.013645865
0.11440614,0.077539176,0.9922012,2.5543697,0.9288173,1.1859056,0.61354756,1.5577147,-0.6113552,-0.5036643,-0.19099037,1.0366762,-0.18878743,-0.30943668
0.62766206,0.94789535,0.4043105,0.8456131,-0.39890963,1.0050842,0.7191486,-0.685791,0.25911263,0.2956151,-0.106108114,0.31828448,0.9910278,-0.2923521
-0.4979879,-0.43062848,0.7501067,1.2317508,1.5287327,0.63773173,-0.55252826,0.3895277,0.1149769,-0.28031746,-0.3232739,-0.13162622,0.31270114,0.9413564
0.6731595,-0.11844995,-0.013467709,0.2191851,1.0416017,0.12952735,0.021730894,0.2333097,0.03282961,-0.1458512,-0.34199426,0.18701017,0.2744602,0.3984618
0.2598153,-0.24774714,-0.6166561,1.1531823,1.3494236,0.36556777,1.6123238,0.8649706,0.09525164,0.25708106,-0.5708019,-0.023806984,-0.32877487,0.07776367
1.0360138,-0.070030786,-0.015792886,1.0429492,-0.6168851,0.54562366,0.45626053,0.42913157,0.84994286,-0.37182823,0.28796345,0.57306355,0.45822626,0.77327687
1.550704,0.56291,-0.029766852,0.7106343,0.42878985,1.3876283,0.7877925,0.3957638,-0.06036252,-0.3322144,-0.16427359,0.38460636,0.11382858,-0.0758683
0.02826389,0.61967903,0.30589688,-0.86753887,0.21794754,1.9210227,0.79224324,0.2909288,0.73813987,0.09258926,-0.10559732,-0.052753843,-0.12427652,1.4205227
0.4003248,1.447698,-0.037289813,1.0831834,0.9965083,1.2843672,-0.17899905,1.1241958,0.033541076,0.7083045,-0.4147994,-0.10777811,1.7552814,-0.0054388563
0.30246988,-0.060572878,0.46121332,0.6427432,1.6733501,0.2820212,-0.28150597,0.20548815,0.25608197,-0.05752867,-0.389391,0.044846255,0.3010131,-0.08943063
0.8055038,-0.28870827,0.8197633,0.15104203,1.3401186,-0.22224537,0.9608684,0.21066631,-0.33782488,0.46418318,-0.15871927,-0.13089813,0.38368163,1.7814634
-0.19626279,1.2305449,-0.050402634,0.7018989,0.21057348,-0.2915912,0.55268776,0.47547877,-0.3727587,0.49847382,-0.24762622,-0.18566447,0.018597506,1.6866276
0.29268643,0.12517112,0.2780358,1.4846423,1.1113474,-0.017503057,0.44075608,0.08530858,0.24101074,0.6570335,-0.3191014,1.454829,0.23385131,-0.11469674
0.7898748,-0.3115437,0.13237338,0.424598,-0.37933028,0.71600425,0.58076924,1.5917083,-0.041368593,0.54750043,-0.20986898,1.0493144,0.8882385,0.25813076
0.46304092,0.020472284,0.44644374,1.2124891,1.6336226,-0.60009134,0.4541017,0.89021,0.4935157,0.104221165,1.1782932,-0.5702331,-0.0055861697,-0.056057308
-0.23529519,1.215423,0.93277395,-0.49794656,1.2391422,-0.25073975,-0.29034638,0.40548623,0.97457737,0.09011297,0.9315357,0.1576438,0.12385949,0.98392165
0.5845711,0.30025896,-0.29795706,0.5787876,0.4776551,0.6223557,0.27813345,0.52200603,0.56150484,0.71931773,0.38748184,0.7434965,-0.8634558,0.43123847
0.06944389,1.3407874,1.3776231,-0.4464347,1.4450376,0.19659135,0.5422403,0.3945774,-0.24410816,-0.4478853,0.8334977,-0.35471955,0.031066835,0.8743069
-0.2631714,0.33615,0.13167097,0.49590874,0.43879592,-0.13367085,0.841473,-0.105088174,0.6509241,-0.019400878,1.2568207,-0.17769001,-0.21965829,0.56628644
-0.04540198,-1.0723671,0.6720778,2.0918484,1.1310117,0.2433491,-0.38974845,1.338536,0.66167253,-0.46675205,-0.08693358,1.3159227,-0.24091727,1.1076263
0.21340062,0.45116174,-0.1622909,0.38794956,0.35976917,0.049420405,1.2883748,0.6432239,-0.4085203,0.27702677,-0.22804235,1.0838416,-0.551767,0.14475285
0.3386739,0.11007574,-0.4671912,0.2998311,0.37438875,0.39991078,1.3080776,0.30916464,0.42203873,0.103450805,0.38106018,0.2299452,-0.15186143,-0.15278842
