0,1,2,3,4,5
0.13659307,0.35494274,0.58725744,0.27010298,0.52613777,0.5837869
0.45609176,0.35999176,0.62739915,0.76094294,0.48776874,0.5341407
0.44529256,0.6623111,0.49100602,0.8191604,0.5823763,0.46972385
0.46240482,0.37926686,0.75725865,0.577951,0.5990478,0.5771471
0.66061646,0.48538253,0.53471434,0.47059843,0.54240173,0.6004295
0.20911561,0.37307063,0.39681956,0.3795184,0.4416,0.6287052
0.5748908,0.36835647,0.50473624,0.2313939,0.404904,0.30162227
0.65840465,0.77596897,0.44124946,0.76373225,0.51597744,0.53292644
0.6105188,0.47156978,0.404995,0.30191413,0.47885457,0.4741599
0.55932957,0.52720016,0.73716366,0.53771836,0.65183747,0.65785944
0.55066484,0.6603633,0.4794862,0.7952144,0.5591203,0.5366855
0.7325646,0.7560554,0.4637132,0.55213547,0.30151612,0.6012884
0.37909696,0.25262517,0.47224104,0.809044,0.370016,0.8202298
0.5045725,0.21745709,0.65800333,0.25296354,0.5136735,0.32771885
0.32128906,0.29500794,0.4966302,0.14506282,0.5259042,0.3089246
0.74285203,0.52203727,0.6809832,0.6058928,0.52430385,0.712111
0.4316757,0.4847935,0.47148624,0.6613717,0.5520288,0.30882642
0.38555428,0.32952195,0.54705244,0.33066335,0.7408613,0.42882195
0.51614404,0.48409605,0.30515784,0.53442234,0.35055718,0.31740162
0.6649909,0.8180773,0.3678208,0.6750568,0.3365777,0.63736093
0.88731265,0.6401373,0.54182726,0.83523303,0.44534233,0.44892734
0.8173339,0.6216215,0.5251465,0.6790484,0.56877506,0.44764864
0.54001963,0.44380087,0.38329312,0.48506108,0.43450615,0.19400194
0.59014124,0.5667899,0.55258524,0.26528278,0.57941437,0.15005161
0.75049883,0.62036407,0.6185399,0.8050788,0.4391044,0.7762116
0.7584459,0.7584483,0.3162925,0.7136498,0.40877572,0.48869726
0.42610773,0.550342,0.50301373,0.5640907,0.47701883,0.29529423
0.6592377,0.61336064,0.669119,0.67149717,0.5429077,0.771694
0.8496514,0.85542196,0.48118803,0.7191523,0.3985594,0.47014624
0.62936264,0.3711471,0.593812,0.8083311,0.31835374,0.7708181
0.18712544,0.26941806,0.52120936,0.33084497,0.6557096,0.6907387
0.3925283,0.49778205,0.45366198,0.43814424,0.6188835,0.4861809
0.4588477,0.5322444,0.4163577,0.36588416,0.39936632,0.7338129
0.37327632,0.24707998,0.7711067,0.54264313,0.7302208,0.50538445
0.31473008,0.42975646,0.29489055,0.36004886,0.29325753,0.6878818
0.7634799,0.6157827,0.58253783,0.55089617,0.50355494,0.5576806
0.6851475,0.8535789,0.36893126,0.7807005,0.43846282,0.7003628
0.49785614,0.68517846,0.41526085,0.65452296,0.29316127,0.81034106
0.5811128,0.57741946,0.34624034,0.279608,0.44540516,0.4696282
0.6507024,0.43644053,0.57175153,0.41441178,0.34468174,0.32381433
0.568409,0.74372387,0.4501953,0.7223416,0.45265585,0.55829126
0.13398315,0.26506793,0.43248016,0.18421142,0.57319313,0.25749284
0.8265912,0.7357663,0.39242718,0.66342646,0.334278,0.36500627
0.27471888,0.49038318,0.4166526,0.192623,0.45052096,0.43005297
0.5589824,0.550274,0.592328,0.24315292,0.57858014,0.39273998
0.3549377,0.4899134,0.2563901,0.5904643,0.49759033,0.23622042
0.27737683,0.64330506,0.2993305,0.5233403,0.5143407,0.44611263
0.6835847,0.4687364,0.5603504,0.6898009,0.2929728,0.76797163
0.49973714,0.6043332,0.5286863,0.6076481,0.57388943,0.8264305
0.4575395,0.55266213,0.37139976,0.85007346,0.33952737,0.8178077
0.7721384,0.68777794,0.35259005,0.6765042,0.4849338,0.50462353
0.5770805,0.7781457,0.2932675,0.43241903,0.45763627,0.44501725
0.36739653,0.33358443,0.58371717,0.44877324,0.5464221,0.8289162
0.18258367,0.20918931,0.71840185,0.47953588,0.5448079,0.51770633
0.2666614,0.4890938,0.5123172,0.5104249,0.53983885,0.5654111
0.41507542,0.23368874,0.45152038,0.23147064,0.60607827,0.22870803
0.6686802,0.5678955,0.47482917,0.636338,0.2682096,0.61195934
0.50191057,0.33564827,0.68371034,0.3188355,0.69880515,0.3677602
0.43157837,0.11114357,0.65442663,0.2820917,0.67480963,0.29761678
0.44578952,0.29403073,0.6122705,0.420322,0.48626602,0.71971536
0.5004937,0.6775647,0.504528,0.747905,0.6323329,0.58843714
0.7948544,0.77437776,0.4119533,0.50064284,0.35005653,0.29799408
0.56549215,0.6290595,0.42780727,0.8203242,0.48376256,0.82903564
0.51642317,0.26896062,0.69754744,0.5593595,0.4851754,0.5191986
0.30430466,0.4868035,0.40637055,0.69856143,0.6162714,0.49700192
0.49384552,0.7924533,0.30020493,0.72120786,0.41331127,0.4598381
0.21584497,0.2768716,0.4042267,0.2181456,0.5205503,0.6547978
0.3187189,0.29269978,0.5785711,0.55128217,0.5943681,0.3048982
0.3303741,0.37697116,0.53178656,0.33117726,0.6185479,0.8216656
0.4652324,0.59560335,0.3863504,0.22911012,0.6843007,0.1540144
0.28592926,0.4080366,0.4132748,0.6229384,0.59925324,0.18851985
0.4609302,0.3211142,0.70651126,0.75848144,0.52203697,0.5690746
0.26557985,0.22759971,0.50643384,0.25148365,0.53836495,0.29355448
0.43569282,0.503172,0.62929374,0.554086,0.7095232,0.4183091
0.42331088,0.53036827,0.4413905,0.7160567,0.34115073,0.8785357
0.18473364,0.32098895,0.49948147,0.120084,0.5102922,0.33059236
0.5759926,0.2910861,0.56934,0.23644759,0.49667156,0.39471692
0.27220017,0.5274639,0.38507286,0.4697382,0.7796451,0.39164317
0.5367913,0.4324254,0.5080193,0.18988068,0.45643026,0.20571941
0.2813198,0.19467522,0.6697486,0.463271,0.6122601,0.65075165
0.26764286,0.3934175,0.5714318,0.49528444,0.44847736,0.48820832
0.50967157,0.54507464,0.43788213,0.6120724,0.4774206,0.7959336
0.7490586,0.82606584,0.4624701,0.7631766,0.41802084,0.7573749
0.535848,0.54274446,0.55788726,0.6171636,0.50065804,0.29231155
0.7057962,0.6375674,0.36263457,0.6288206,0.47330245,0.51399124
0.3056092,0.30377117,0.5777405,0.21904483,0.4080657,0.71194196
0.6498941,0.8163207,0.34056422,0.53919756,0.4117149,0.33183634
0.22904308,0.21813881,0.7461535,0.57030004,0.58892447,0.6336578
0.7566372,0.65743005,0.34214404,0.6556922,0.32272926,0.28444916
0.7116548,0.78457123,0.33015153,0.50480294,0.21977043,0.51727635
0.30288088,0.42357057,0.6581407,0.3521987,0.728103,0.46188372
0.5483662,0.33912328,0.61893696,0.36688617,0.46305194,0.619946
0.50403655,0.428208,0.57395345,0.21434462,0.48852873,0.12202887
0.48404732,0.602911,0.43713143,0.7220309,0.6623919,0.37326014
0.5168853,0.34005883,0.60203004,0.6884668,0.42928246,0.64141357
0.3152481,0.34257305,0.5290313,0.43551514,0.6226475,0.14792235
0.38993898,0.5741592,0.3941116,0.5205195,0.59653646,0.6296385
0.5826572,0.68332237,0.35651764,0.4896782,0.27041268,0.6535752
0.35959637,0.32412928,0.5406469,0.18983738,0.4944336,0.3519688
0.8125223,0.7696369,0.3016324,0.5654398,0.4733137,0.48381752
0.31167206,0.2952064,0.5142121,0.21488376,0.48224032,0.7037461
0.5152994,0.33914092,0.49502075,0.32022533,0.32094464,0.5263135
0.83719885,0.618719,0.5099153,0.8646611,0.4712571,0.52293336
0.25621647,0.42282093,0.60385585,0.26219568,0.59550494,0.42340246
0.7824021,0.65060574,0.5480223,0.8164154,0.4701105,0.69178337
0.60488427,0.8008931,0.3743607,0.5385847,0.33825317,0.79460984
0.62966466,0.600302,0.47645536,0.52293086,0.31097302,0.8550304
0.55746734,0.31031698,0.6769108,0.60199136,0.41805416,0.72096616
0.37556672,0.6787234,0.30934238,0.55804193,0.3773643,0.6437397
0.6822738,0.7355459,0.47302783,0.6195786,0.45801115,0.8539329
0.5737719,0.65109706,0.39579076,0.7482159,0.54866177,0.8016852
0.5255076,0.66505456,0.483139,0.7299851,0.40556103,0.7434784
0.43697008,0.23612887,0.5075268,0.2813232,0.4692137,0.6209049
0.24772961,0.46344244,0.41932797,0.38241947,0.6230001,0.4883606
0.3174118,0.32361078,0.511731,0.4353094,0.36668628,0.80618477
0.34454647,0.22509791,0.5707151,0.19488555,0.54032487,0.2881227
0.6517087,0.43649808,0.7148445,0.37425286,0.7032207,0.25856656
0.72183037,0.586219,0.3393705,0.5100175,0.35992613,0.39408472
0.3924967,0.20824927,0.43440044,0.2110095,0.463533,0.4920356
0.57937306,0.6600291,0.5062305,0.80882215,0.5369024,0.6375558
0.34871805,0.4877855,0.38286197,0.30728132,0.39280373,0.51890516
0.33201352,0.33217424,0.38793972,0.40134236,0.39742982,0.5689401
0.41192782,0.41779998,0.42472237,0.24120323,0.56130016,0.23910269
0.6334823,0.59850067,0.42899522,0.40975112,0.49109608,0.1132147
0.5886849,0.62391925,0.37895718,0.5131827,0.46861398,0.15123364
0.5839362,0.5563623,0.65124154,0.36397046,0.67372316,0.30756426
0.24806885,0.37835792,0.6442516,0.5446199,0.54764557,0.7643609
0.5566743,0.51502466,0.59351945,0.33216456,0.56200945,0.20615838
0.80616456,0.6164721,0.5687035,0.79550475,0.494722,0.34649244
0.6289845,0.6261191,0.38715205,0.80934393,0.28491738,0.6525375
0.8118627,0.72132444,0.42643252,0.80544525,0.45447943,0.56088895
0.23574694,0.23652011,0.74101317,0.5728632,0.5434145,0.56800646
0.20526877,0.23223573,0.57225096,0.1812073,0.56803703,0.3775216
0.3132569,0.3776749,0.43185377,0.5780775,0.6159862,0.16244811
0.22041962,0.3168131,0.65217,0.4318344,0.5584678,0.5941153
0.63900536,0.46127385,0.46571273,0.48243213,0.35907793,0.26146686
0.2739856,0.24717978,0.42646244,0.46287605,0.47294798,0.8149072
0.4002364,0.5108571,0.50098825,0.4354464,0.6087835,0.74695116
0.60776305,0.5009835,0.40454385,0.59614,0.34747955,0.64839476
0.3343407,0.53799486,0.23475887,0.4960336,0.24964502,0.6669696
0.2656913,0.31246212,0.732105,0.4588916,0.58641714,0.6231287
0.41702718,0.50547284,0.32687095,0.6231443,0.36040017,0.6596461
0.6838401,0.47216678,0.45019755,0.74235475,0.3550679,0.63560385
0.44293702,0.3094084,0.68158317,0.49435037,0.4738463,0.5868047
0.8379286,0.5966957,0.663868,0.6844788,0.48678586,0.466336
0.71027154,0.699835,0.432902,0.8182647,0.45806736,0.74623764
0.5810404,0.4618345,0.49292237,0.52211595,0.55613405,0.6314068
0.8553602,0.70111173,0.55526567,0.67835003,0.3072746,0.48461485
0.20113215,0.42804495,0.32223934,0.4613711,0.5547352,0.4460291
0.52657205,0.33779857,0.7311028,0.48573053,0.71385574,0.27608812
0.72739464,0.82402927,0.27948308,0.55200005,0.36874026,0.39918634
0.44788146,0.3223925,0.6686709,0.48121208,0.4500809,0.78980774
0.65169466,0.6294952,0.49030307,0.6978141,0.5999928,0.25798923
0.58817506,0.51800644,0.4958009,0.6638937,0.5538052,0.7273931
0.5036908,0.36926535,0.42374438,0.40659136,0.4103008,0.2378285
0.56313187,0.69884926,0.4061098,0.5179044,0.5326072,0.6142491
0.66588193,0.7453124,0.46457312,0.78130555,0.5505739,0.3595685
0.41791633,0.6821304,0.27601406,0.64329827,0.49402285,0.31468067
0.590979,0.8038504,0.2320968,0.5330051,0.38456947,0.40565884
0.5700652,0.6737989,0.2331617,0.48547438,0.31977814,0.32591307
0.6385804,0.7208979,0.42936534,0.80096066,0.48554265,0.60359246
0.2764489,0.40939412,0.45014882,0.693919,0.57738566,0.4992569
0.4867743,0.40284944,0.67581344,0.37209758,0.3999404,0.831898
0.24243656,0.27060977,0.49393988,0.5211229,0.67726123,0.602582
0.3589638,0.62712127,0.31777993,0.2817389,0.65536207,0.19874197
0.4837112,0.6734261,0.37496358,0.67636096,0.39506742,0.8744665
0.57727504,0.32094812,0.5937744,0.5623813,0.3359449,0.72493905
0.8032935,0.699522,0.4172403,0.7553527,0.4912877,0.5494462
0.46104068,0.66375685,0.46671173,0.58655053,0.6182625,0.4959361
0.665263,0.5390604,0.48790976,0.48173055,0.5209208,0.15072596
0.69338727,0.590759,0.75001156,0.5027189,0.5387416,0.6711269
0.74775404,0.68747914,0.409532,0.63875747,0.25065753,0.6720698
0.7317786,0.5791592,0.6408232,0.6080095,0.49903017,0.25580773
0.13780682,0.329259,0.62856555,0.32841164,0.51837236,0.6264207
0.32365802,0.5189561,0.4280256,0.5886613,0.35400894,0.71870154
0.21904665,0.18675306,0.60505736,0.40176323,0.74451053,0.534377
0.28928497,0.55271137,0.3224616,0.5293279,0.4964106,0.4913672
0.73534226,0.5312963,0.75519556,0.55006164,0.6020175,0.5468987
0.3640245,0.3649487,0.7969401,0.5246683,0.6787044,0.56071013
0.33487308,0.3321986,0.53258383,0.4089267,0.69860196,0.14070143
0.7038894,0.6583616,0.50367844,0.64978796,0.30116835,0.4664727
0.65237707,0.7904065,0.543797,0.73522145,0.5811436,0.3084343
0.6575821,0.61662227,0.4271639,0.44001502,0.47945797,0.47534877
0.7880705,0.5418135,0.54271424,0.51787585,0.5084152,0.44694903
0.17799166,0.32189474,0.55786264,0.25757203,0.5256699,0.48181418
0.16810101,0.2922299,0.4679752,0.16837707,0.5490263,0.43288806
0.44644302,0.17124161,0.7485073,0.39737138,0.53134483,0.5614003
