0,1,2,3,4,5
1.1543574,-0.2620843,-0.00010177493,0.829347,-0.009254448,1.423317
0.5187118,-0.061785623,-0.1747731,0.53830194,1.5355885,0.17315245
-0.28947502,0.5867559,0.4971331,0.57467467,1.2651291,0.5747964
0.6899437,1.5796076,-0.09446333,0.40797254,0.8193314,1.1950998
0.26463717,0.3208912,-0.14673105,0.15167046,0.36877984,0.20709714
-0.5199551,0.025723353,1.0255151,1.014424,0.82725126,0.08674954
0.07761609,1.7744111,1.1237149,0.6061815,0.26185188,0.26504692
1.5488064,1.3394178,0.962397,0.7376585,-1.1297146,0.3034362
-0.52794194,0.6199245,0.43476352,0.16889352,0.2936138,0.12667564
-0.46863097,0.23112671,0.06676169,1.4606102,1.7282991,0.8464036
0.40228665,0.55520415,0.3082431,0.98256695,-0.2799061,0.03859457
0.61076826,0.72991276,0.2798296,0.18346435,0.090789676,-0.34606412
0.6501722,0.65264636,-0.6111139,0.5011107,0.91795427,0.3108106
0.021611385,1.4199468,0.54232824,0.4770085,0.08037691,1.7871966
0.5558303,1.1253453,1.6332704,-0.043258287,0.08115808,0.061187062
1.045308,0.011444017,0.19967687,0.07979503,0.28351584,0.26373824
0.14970899,0.73873836,-0.11058907,0.1770754,0.5348511,-0.022119008
1.0733135,1.174628,0.17492977,0.11248227,0.52239716,-0.40069354
0.11740242,-0.20739983,0.35874918,0.030696228,0.35573506,0.06131874
0.43389142,0.5694306,-0.17656222,0.168987,0.32880756,0.0872749
0.94868535,1.134417,0.36216897,-0.11833019,0.44564772,0.109423935
-0.5957715,0.1320026,0.6696689,1.4151437,0.90578604,0.16098353
0.07355859,-0.77977085,0.4331487,0.41896418,1.5105903,0.37553984
0.115937196,1.0364382,1.2790071,-0.014918461,0.1014716,0.5962503
0.11209666,1.0679485,-0.44665977,0.84676766,0.58832896,0.2750991
2.2957053,-0.00020734966,0.73335826,0.3136983,0.23429404,0.63751775
-0.29936266,0.73061424,0.24462281,0.60636616,0.85226154,0.087369636
-0.03463074,1.1034961,1.0803753,0.38793555,0.35319,-0.32362488
0.5680362,0.11415462,-0.32279363,0.5698133,1.6692021,1.0663552
0.4944241,0.7568507,1.403721,-0.10088203,1.4994606,-0.1261355
0.026892848,-0.20142536,0.28570417,0.19263387,0.031023897,0.3198759
0.036907993,0.4425736,-0.49577662,0.47542003,0.73841965,1.1001903
0.25316608,1.4885408,1.3284742,1.5621932,0.18160199,-0.8536848
0.27291197,0.8656572,0.7484839,-0.210114,0.0266492,-0.108195
0.63702416,-0.0612794,-0.054360956,0.42297572,-0.32066685,1.1002412
0.483489,0.306611,0.903314,-0.61925745,1.2149153,0.07113073
0.6073102,0.17731999,-0.0999195,0.07473873,1.004301,0.93073803
0.613282,0.9255921,0.7172594,-0.07381051,0.022134215,-0.37563783
0.51227313,0.031167343,1.1843765,0.31938297,0.1448392,-0.21514142
1.1055713,1.2171416,0.97873795,-0.47574243,-0.03327106,1.5982839
0.21652997,-0.28965187,0.47468725,0.2822905,-0.2472807,0.18991032
0.6799582,-0.15156116,0.61343336,0.05203374,-0.13776566,0.57564086
0.593178,0.5249863,0.73147583,-0.07881539,1.6771439,1.5633806
0.33242625,0.44551623,0.001325652,-0.035062768,0.50824046,0.9110073
0.1352154,0.68561864,0.3147533,-0.10061892,0.28026512,0.10273218
1.2913785,1.5670751,0.4264867,-0.18487647,0.28713858,0.005069174
0.65837556,2.2868147,0.48705226,1.1390328,0.20898283,-0.1790061
0.68040544,-0.4322235,0.34110335,0.20840606,0.54115087,-0.18092594
0.31601065,0.19899775,0.12917143,0.68503946,-0.32426506,0.57829386
-0.5062081,0.46913242,1.5173067,0.4060243,0.7950484,0.7184452
