time,a1,a2,a3,a4,a5,a6,a7,a8
0.020704867,-0.001196479,0.07790616,0.081527725,-0.009340171,0.008111384,0.06165511,0.0853471,0.012289161
0.0095422175,-0.00349198,0.09231876,0.11340371,0.017774127,0.038673796,0.072044834,0.05634564,-0.004533712
0.02043269,0.006047597,0.06807523,0.09801005,-0.023578541,0.03521336,0.04852678,0.06323918,0.022489937
0.018079666,0.011085963,0.09131481,0.09981899,0.0012665801,0.03491871,0.082172014,0.05542306,0.008192113
0.01420184,0.0047916113,0.08356439,0.10491498,0.0016945191,0.037874557,0.083064236,0.05035164,0.0054041706
0.03468315,-0.0007790257,0.06937071,0.11714926,0.0039609484,0.033795312,0.048475683,0.097135164,0.05549661
0.03287937,0.0029928987,0.07997036,0.10838938,0.011453908,0.034918122,0.06568609,0.050355487,0.0032373816
0.02510672,0.000982875,0.08354291,0.1220783,-0.0054427274,0.051237747,0.080763474,0.07403427,0.0006694589
0.0061741387,0.00658173,0.08627777,0.0947023,-0.012987714,0.019335864,0.0688283,0.085415184,0.033794224
0.025236184,0.005115396,0.090758994,0.10740703,-0.0022262968,0.031250075,0.0839813,0.0739748,0.0010449467
0.03046259,0.0018591874,0.08753182,0.12986623,0.04060286,0.046163775,0.07542822,0.06630177,-0.0022791289
0.032356508,0.0022469044,0.07218631,0.11555022,0.01427139,0.031407937,0.07531119,0.055909388,-0.019081132
0.028085418,0.0010882169,0.115957245,0.1191469,0.015486181,0.048772424,0.095870905,0.08990943,0.01115654
0.01626524,0.005260143,0.08538008,0.1016345,0.0036503822,0.012284078,0.06761624,0.09268521,0.012903513
0.05903827,0.0166486,0.09504238,0.12554158,0.013927896,0.03754972,0.054481726,0.094611354,0.024411192
0.02282274,0.0029443959,0.106687814,0.09838787,-0.0038330592,0.027873999,0.053381078,0.09712736,0.028193356
0.021161487,-0.00043752324,0.06935869,0.09305035,-0.015377246,0.016327422,0.060480453,0.075196296,0.013869556
0.014100075,0.006503854,0.090408444,0.073025376,-0.009292673,0.0014115656,0.06049154,0.10136646,0.01161449
0.04502949,-0.01090687,0.11363199,0.11834474,0.021052886,0.051489584,0.08204521,0.070037335,-0.018837804
0.028525803,0.0051691514,0.084408835,0.096671864,-0.0040704757,0.013996238,0.069854066,0.0795895,0.009613968
0.017829949,0.02025145,0.074427366,0.11388202,0.0020843074,0.023288785,0.081517726,0.07234182,0.02336126
0.009515863,0.007441353,0.08823648,0.09983888,-0.011407316,0.04943142,0.07498379,0.07582829,0.04167994
0.0045462707,0.015132021,0.07623097,0.10612917,-0.008586116,0.025601434,0.07326655,0.06318436,0.024083069
0.032740336,0.006703187,0.089783214,0.10240993,-0.015876705,0.046592005,0.05809433,0.058137156,0.010835653
0.041126743,0.0004554754,0.10211719,0.092028275,-0.0017899349,0.044205986,0.05075553,0.06644365,-0.0029665073
0.012156973,0.00020637643,0.08120267,0.089967,-0.011903917,0.058102638,0.08012755,0.064269416,0.01283052
0.012493756,0.011404308,0.08620188,0.09676719,-0.010388585,0.02488936,0.076398864,0.07223851,0.0074882004
0.016125994,0.016026128,0.0987057,0.10001311,0.013541419,0.023989802,0.0664189,0.060960986,-0.0015558107
0.008004862,0.01170332,0.102446005,0.13027912,0.012575641,0.05271691,0.091717646,0.05475433,0.0068142507
0.05009328,0.0018111884,0.071287185,0.12727538,-0.005471103,0.042196125,0.053734966,0.07231466,0.0210779
0.037184518,-0.008376452,0.102717474,0.11214559,0.023059364,0.031480014,0.07341465,0.064786896,-0.01020396
0.015370125,0.006827421,0.081169054,0.10550335,-0.01835483,0.011513174,0.05915813,0.11945911,0.05213984
0.028651169,-0.0019697784,0.09159969,0.09187539,-0.028197553,0.042072482,0.038601898,0.08621189,0.021784922
0.024008067,0.017549345,0.096453846,0.08446658,0.0033855475,0.006941024,0.054338027,0.07240623,0.009838739
0.0243865,0.011627721,0.07888253,0.1307333,0.022796188,0.026449358,0.08305466,0.05830855,-0.007988351
0.054328457,0.014344101,0.11912939,0.15277097,0.073718876,0.052231923,0.10070571,0.060175747,-0.015492112
0.02837488,-0.0103781605,0.093264386,0.12463544,0.041759085,0.02727005,0.08957459,0.06690286,-0.023120584
0.020397464,-0.001574506,0.08766242,0.07554117,-0.0092569925,0.0049307216,0.046749577,0.063627794,0.0017707376
0.05081103,0.0014912754,0.12311983,0.13993552,0.022922393,0.06760265,0.046353724,0.09442046,0.024246106
0.022649255,0.009778582,0.10217232,0.099239245,0.006097164,0.008157967,0.071120396,0.09368895,0.01171824
0.029235572,-0.0022548488,0.10002397,0.090333425,-0.013695266,0.021105109,0.06302366,0.0725288,-0.0002127625
0.07308656,0.009942877,0.10967993,0.12109551,0.019487265,0.087717526,0.07115753,0.07617167,0.010434354
0.025317434,0.014013198,0.08291774,0.09896323,-0.011712668,0.01296174,0.05724343,0.08907369,0.032502674
0.034508526,0.0076413555,0.07509767,0.11109334,-0.0031025931,0.03111018,0.056081943,0.076686956,0.023239104
0.02182383,-0.00478019,0.10440787,0.09454651,0.00904718,0.017522734,0.069584176,0.1012048,0.00583343
0.008694842,0.010948051,0.08702217,0.097666785,0.0027678125,0.029405313,0.08638698,0.053453535,0.0010419423
0.012836599,0.013612804,0.07784245,0.095393285,-0.01718324,0.0062891133,0.06076615,0.091135144,0.02995593
-9.241514e-06,-0.007046908,0.05831719,0.10146184,-0.01375537,0.026425587,0.07339674,0.07516002,0.020114375
0.04506905,0.002752945,0.094640225,0.0991347,0.0033378713,0.038922213,0.04486464,0.06425363,0.00073044095
0.024058953,0.0019985107,0.096846476,0.08499798,-0.027232293,0.027350845,0.03801997,0.08586725,0.02943327
0.017892532,0.0026296624,0.07292108,0.11093791,-0.0074221715,0.038646773,0.06856874,0.056539316,0.009157263
0.012698444,0.0004404527,0.07920727,0.087181315,0.0031690784,0.0012415769,0.06426499,0.07513844,-0.0042860997
0.011286687,0.005368951,0.09328441,0.080677405,-0.0053221174,0.0024103876,0.06607017,0.09224715,0.004597893
0.014354058,0.013428388,0.0936129,0.088657185,-0.00055733323,0.004090784,0.063598394,0.0972498,0.013379669
0.01421641,0.018965729,0.09221953,0.13982649,0.016780633,0.026189657,0.10491662,0.06870884,0.020208465
0.025766436,0.012944243,0.09838254,0.13099399,0.021122176,0.035545252,0.091923594,0.06369501,-0.0031274268
0.03620934,0.002284191,0.10870089,0.09891915,-0.01517394,0.019788658,0.055654243,0.086936325,0.001328256
0.022451218,0.003636172,0.08787547,0.078195184,-0.0028802082,0.0074621774,0.054226458,0.082435876,0.003432327
0.022522159,-0.0086780405,0.07614209,0.10110824,-0.013115173,0.026320795,0.050236635,0.064367406,0.017144172
0.02265469,0.01957421,0.08537654,0.13394296,-0.014610795,0.049213275,0.066304035,0.10118292,0.049938656
0.026717044,-0.009102913,0.075469285,0.10899055,0.0058594495,0.024133144,0.049482215,0.075181596,0.019997502
0.030047458,0.0054218303,0.091749266,0.10000035,-0.011975599,0.03353578,0.0451953,0.06666495,0.0052838586
0.016237501,0.0040910514,0.09928712,0.10523829,0.039473947,0.019926814,0.08975815,0.05824279,-0.012267113
0.018411601,-0.004163678,0.07664041,0.107775226,-0.016601017,0.035395786,0.060007017,0.07819028,0.0050888024
0.032225464,-5.4337084e-05,0.07653335,0.10284592,-0.004572209,0.036917225,0.07074265,0.049334835,-0.0138182845
0.039589636,-0.008482364,0.084007666,0.113123834,0.014809802,0.037418917,0.087819815,0.056346063,-0.01820252
0.013341373,-0.0052990746,0.09172899,0.10587022,-0.015145266,0.013895428,0.06764199,0.0885503,0.027905269
0.009582179,0.00071828207,0.08620287,0.112352505,-0.005800415,0.03280145,0.07724576,0.069910236,0.013276096
0.022456162,-0.00039868755,0.08637242,0.08389712,-0.01780458,0.04589968,0.052453265,0.07206572,0.031199405
0.028410323,0.011539355,0.09242001,0.09677827,-0.014071291,0.023241555,0.04759837,0.07755461,0.026784355
